name,stars,price,city,countryCode,countryName,address,location,url,latitude,longtitude
Hotel Maya Kuala Lumpur,5,99,Kuala Lumpur,MY,Malaysia,138 Jalan Ampang,Kuala Lumpur Malaysia,http://www.hotelmaya-kualalumpur.com/,3.15864,101.708
Hotel Noble,2,47,Kuala Lumpur,MY,Malaysia,165-169 Jalan Tuanku Abdul Rahman,Kuala Lumpur Malaysia,http://www.hotelnoble.com/,3.15495,101.697
Hotel Nova Kuala Lumpur,3,52,Kuala Lumpur,MY,Malaysia,16-22 Jalan Alor,Kuala Lumpur Malaysia,http://www.novahtl.com/,3.14514,101.708
Hotel Novotel Kuala Lumpur City Centre,4,73,Kuala Lumpur,MY,Malaysia,2 Jalan Kia Peng,Kuala Lumpur Malaysia,http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=20&mc=click&pli=3075172&PluID=0&ord=[timestamp],3.1511,101.713
Hotel Petaling,1,17,Kuala Lumpur,MY,Malaysia,No 121-123 Jalan Petaling Chinatown,Kuala Lumpur Malaysia,,3.14222,101.698
Hotel Putra,3,60,Kuala Lumpur,MY,Malaysia,Lot 149 Seksyen 87 Jalan Tun Razak,Kuala Lumpur Malaysia,http://putra.sunwayhotels.com/,3.17131,101.71
Hotel Rae,2,39,Kuala Lumpur,MY,Malaysia,42 44 & 46 Tengkat Tong Shin Off Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://hotelrae.com/,3.14646,101.708
Hotel Sabrina Kuala Lumpur,1,99999,Kuala Lumpur,MY,Malaysia,No 83 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.federalkualalumpur.com/,3.14548,101.71
Hotel Sahara Inn Batu Caves,1,18,Kuala Lumpur,MY,Malaysia,No. 95 Jalan SBC1 Taman Sri Batu Caves,Kuala Lumpur Malaysia,,3.23486,101.687
Hotel Sahara KL Kuala Lumpur,3,25,Kuala Lumpur,MY,Malaysia,No 506 Jalan Tunku Abdul Rahman,Kuala Lumpur Malaysia,http://www.kl-hotels.com/,3.1517,101.695
Hotel Sempurna Kuala Lumpur,3,29,Kuala Lumpur,MY,Malaysia,173 & 175 Jalan Imbi,Kuala Lumpur Malaysia,http://hotelsempurna.com/,3.14541,101.715
Hotel Sentral Pudu,3,45,Kuala Lumpur,MY,Malaysia,No. 310 Jalan Pudu,Kuala Lumpur Malaysia,http://www.hotelsentral.com.my/,3.13898,101.71
Hotel Sentral,3,37,Kuala Lumpur,MY,Malaysia,30 Jalan Thambypillai,Kuala Lumpur Malaysia,http://www.hotelsentral.com.my/,3.13214,101.688
Hotel Sheraton Imperial Kuala Lumpur,5,112,Kuala Lumpur,MY,Malaysia,Jalan Sultan Ismail,Kuala Lumpur Malaysia,,3.15858,101.7
Hotel Sri Petaling,3,49,Kuala Lumpur,MY,Malaysia,30 Jalan Radin Anum Bandar Baru Sri Petaling,Kuala Lumpur Malaysia,http://www.hotelsripetaling.com.my/,3.06861,101.69
Hotel Star Castle,1,29,Kuala Lumpur,MY,Malaysia,Lot 39 Jalan Tengkat tong Shin Bukit Bintang,Kuala Lumpur Malaysia,,3.14607,101.708
Hotel Starlight,1,27,Kuala Lumpur,MY,Malaysia,No 2 Jalan Tembaga SD 5/2 Kawasan Industri Sri Damansara,Kuala Lumpur Malaysia,,3.20061,101.62
Hotel Summer View,3,42,Kuala Lumpur,MY,Malaysia,165 Jalan Sultan Abdul Samad Off Jalan Tun Sambathan 4 Brickfields,Kuala Lumpur Malaysia,http://hotelsummerview.com/,3.13274,101.69
Hotel Surya Kuala Lumpur,1,27,Kuala Lumpur,MY,Malaysia,No 48 1st Floor Jalan Masjid India Golden Triangle,Kuala Lumpur Malaysia,http://www.kualalumpurhotels.info/,3.15267,101.697
Hotel Tophill,1,30,Kuala Lumpur,MY,Malaysia,No 7 Jalan Persiaran Dagang PJU 9,Kuala Lumpur Malaysia,,3.20431,101.627
Hotel Wenworth,3,99999,Kuala Lumpur,MY,Malaysia,Jalan Yew Off Jalan Pudu,Kuala Lumpur Malaysia,,3.13426,101.717
Hotel Wilayah,1,19,Kuala Lumpur,MY,Malaysia,53-59 Jalan Tiong Nam Off Jalan Raja Laut,Kuala Lumpur Malaysia,,3.16364,101.695
Hotel YY38,2,29,Kuala Lumpur,MY,Malaysia,38 Tengkat Tong Shin Off Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.yy38hotel.com.my/,3.1463,101.708
Hotel168,1,99999,Kuala Lumpur,MY,Malaysia,20 Tingkat 1 Jalan Bukit Bintang,Kuala Lumpur Malaysia,,3.14472,101.709
I2inn Guest House,3,18,Kuala Lumpur,MY,Malaysia,No. 12 Jalan Tengkat Tong Shin,Kuala Lumpur Malaysia,http://www.i2inn-guesthouse.com/,3.14559,101.707
Ibiz Hotel,3,25,Kuala Lumpur,MY,Malaysia,No.8 Jalan 65C Off Jalan Pahang Barat Pekeliling Business Center,Kuala Lumpur Malaysia,,3.17605,101.698
Ilham Timur KL Homestay @ Suria Jelatek,3.5,91,Kuala Lumpur,MY,Malaysia,Suria Jelatek Residence Lot 106,Kuala Lumpur Malaysia,http://www.hotelkl.org/,3.16312,101.735
Impiana KLCC Hotel,4,86,Kuala Lumpur,MY,Malaysia,13 Jalan Pinang,Kuala Lumpur Malaysia,http://kualalumpurhotels.impiana.com.my/,3.15401,101.712
InterContinental Kuala Lumpur,5,102,Kuala Lumpur,MY,Malaysia,165 Jalan Ampang,Kuala Lumpur Malaysia,,3.15967,101.718
Iris Garden Hotel,1,39,Kuala Lumpur,MY,Malaysia,No. 89-91 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://swissgarden.net/,3.14564,101.71
Irsia Bed & Breakfast,1,15,Kuala Lumpur,MY,Malaysia,34 Lorong 1/77A Jalan Changkat Thambi Dollah Off Jalan Pudu,Kuala Lumpur Malaysia,http://www.bedbreakfasttraveler.com/Malaysia-bed-and-breakfasts/Irsia-BnB-(Bed-and-Breakfast)_Kuala-Lumpur.htm,3.14147,101.709
Joyinnhotel.com,1,26,Kuala Lumpur,MY,Malaysia,No.22-1 Jalan Thambipillay Brickfields,Kuala Lumpur Malaysia,,3.13268,101.689
Jw Marriott Hotel Kuala Lumpur,5,157,Kuala Lumpur,MY,Malaysia,183 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.marriott.co.uk/hotels/travel/kuldt-jw-marriott-hotel-kuala-lumpur/,3.14772,101.714
K Hotel,1,43,Kuala Lumpur,MY,Malaysia,142-146 Jalan Tuanku Abdul Rahman,Kuala Lumpur Malaysia,http://www.facebook.com/pages/K-Hotel/163064330421540,3.15501,101.696
KamarSuites at Bukit Bintang,4,122,Kuala Lumpur,MY,Malaysia,No 8 Lorong Ceylon Off Jalan Raja Chulan,Kuala Lumpur Malaysia,http://kamarsuites.com/,3.14892,101.707
Kameleoon Travellers Lodge,1.5,18,Kuala Lumpur,MY,Malaysia,No.60 Jalan Pudu,Kuala Lumpur Malaysia,,3.14564,101.703
Kawana Tourist Inn,1,18,Kuala Lumpur,MY,Malaysia,No.68 Jalan Pudu Lama,Kuala Lumpur Malaysia,,3.1458,101.703
KK Inn Hotel,2,29,Kuala Lumpur,MY,Malaysia,8 Jalan Draivden Bandar Baru Ampang,Kuala Lumpur Malaysia,http://www.classicinn.com.my/,3.14737,101.764
Kl Plaza Suites Kuala Lumpur,3,78,Kuala Lumpur,MY,Malaysia,179 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.kl-hotels.com/berjaya-kl-plaza/,3.14709,101.713
Kuala Lumpur Guest House,1,99999,Kuala Lumpur,MY,Malaysia,19 Tengkat Tong Shin Off Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.i2inn-guesthouse.com/,3.14557,101.707
Kuala Lumpur International Hotel,3,52,Kuala Lumpur,MY,Malaysia,Lorong Haji Hussein Off Jalan Raja Muda Abd Aziz,Kuala Lumpur Malaysia,http://www.kl-internationalhotel.com/,3.16695,101.702
Kuala Lumpur Kondominium No.8,3,89,Kuala Lumpur,MY,Malaysia,6 Jalan Ampang Hilir,Kuala Lumpur Malaysia,http://www.kualalumpurproperty.com/,3.16016,101.729
Kuala Lumpur Serviced Apartments,3,115,Kuala Lumpur,MY,Malaysia,64 Jalan Putra Chow Kit,Kuala Lumpur Malaysia,http://www.kualalumpurhotel.my/,3.16826,101.694
Lacomme Inn,3,30,Kuala Lumpur,MY,Malaysia,No 12 Jalan Angsoka Off Jalan Nagasari Bukit Bintang,Kuala Lumpur Malaysia,http://lacommeinn.com.my/about-us/,3.14824,101.709
Lanai Gurney Corporate Suites,3,54,Kuala Lumpur,MY,Malaysia,No.1 Jalan Bukit Keramat Off Jalan Padang Tembak,Kuala Lumpur Malaysia,http://www.lanaigurney.com/,3.1701,101.728
Lanson Place Ambassador Row,4,72,Kuala Lumpur,MY,Malaysia,1 Jalan Ampang Hilir,Kuala Lumpur Malaysia,http://kualalumpur.lansonplace.com/,3.1601,101.729
Le Apple Boutique Hotel,2,39,Kuala Lumpur,MY,Malaysia,No42-3 Jalan Sultan Ismail,Kuala Lumpur Malaysia,http://leapplehotel.com.my/,3.14803,101.712
Le Hotel Chinatown,2,23,Kuala Lumpur,MY,Malaysia,37 Jalan Petaling,Kuala Lumpur Malaysia,http://www.lehotel.com.my/kl/,3.14481,101.698
Le Meridien Kuala Lumpur,5,92,Kuala Lumpur,MY,Malaysia,2 Jalan Stesen Sentral,Kuala Lumpur Malaysia,http://www.lemeridienkualalumpur.com,3.13558,101.686
Leisure Home Stay at Taman Gemilang,1,140,Kuala Lumpur,MY,Malaysia,No. 30 Jalan 6/100A Taman Gemilang,Kuala Lumpur Malaysia,http://www.leisurehomestay.com/location.html,3.09276,101.742
Leisure Home Stay,1,125,Kuala Lumpur,MY,Malaysia,No. 36 Jalan Lemak 2 Taman Segar,Kuala Lumpur Malaysia,http://www.leisurehomestay.com/location.html,3.08781,101.744
Leisure Inn,2,38,Kuala Lumpur,MY,Malaysia,196 Jalan Changkat Thambi Dollah,Kuala Lumpur Malaysia,http://www.leisureinn.com.my/contact.html,3.13975,101.714
Leo Palace Hotel,3,36,Kuala Lumpur,MY,Malaysia,12 Jalan Rahmat Off Jalan Ipoh,Kuala Lumpur Malaysia,http://www.leopalace.com.my/,3.17021,101.693
Looh Residence,3,37,Kuala Lumpur,MY,Malaysia,No 1 Jalan Tanjung Sepat Taman Seputeh,Kuala Lumpur Malaysia,,3.11533,101.687
Lotus Family Hotel,2,36,Kuala Lumpur,MY,Malaysia,No 45 Jalan Melayu,Kuala Lumpur Malaysia,http://www.lotushotel.com.my/,3.15025,101.696
M Design Hotel,1,27,Kuala Lumpur,MY,Malaysia,No 49&50 Persiaran Mpaj Jalan Pandan Utama Pandan Indah,Kuala Lumpur Malaysia,http://hoteldesignmag.com/,3.12758,101.753
Malaya Hotel,3,99999,Kuala Lumpur,MY,Malaysia,Jalan Hang Lekir,Kuala Lumpur Malaysia,http://beritamalaya.com/,3.14454,101.696
Malaysian Gate Suites at Times Square,4,55,Kuala Lumpur,MY,Malaysia,No 1 Jalan Imbi Bukit Bintang,Kuala Lumpur Malaysia,http://timessquarekl.blogspot.com/,3.14265,101.711
Mandarin Court Hotel Kuala Lumpur,2,55,Kuala Lumpur,MY,Malaysia,55 Jalan Maharajalela,Kuala Lumpur Malaysia,http://www.mandarincourthotel.com.my/,3.1373,101.701
Mandarin Oriental Hotel Kuala Lumpur,5,172,Kuala Lumpur,MY,Malaysia,Kuala Lumpur City Centre,Kuala Lumpur Malaysia,http://www.mandarinoriental.com/kualalumpur/,3.15588,101.712
Mandarin Pacific Hotel Kuala Lumpur,3,95,Kuala Lumpur,MY,Malaysia,No 2-8 Jalan Sultan,Kuala Lumpur Malaysia,http://www.mandarinoriental.com/kualalumpur/,3.14266,101.697
Mangga Hotel,3,25,Kuala Lumpur,MY,Malaysia,No. 23 / 24 Jalan Utama SR1/9 Seksyen 9 Serdang Raya,Kuala Lumpur Malaysia,,3.04473,101.705
Matahari Lodge,1,99999,Kuala Lumpur,MY,Malaysia,58-1 Jalan Hang Kasturi,Kuala Lumpur Malaysia,http://mataharilodge.com/,3.14415,101.696
Maytower Kuala Lumpur,4,46,Kuala Lumpur,MY,Malaysia,7 Jalan Munshi Abdullah,Kuala Lumpur Malaysia,,3.15405,101.698
Mayview Glory Hotel Kuala Lumpur,2,26,Kuala Lumpur,MY,Malaysia,100-101 Jalan Pudu Lama,Kuala Lumpur Malaysia,http://www.mayviewglory.com/,3.09796,101.676
Melia Kuala Lumpur,4,73,Kuala Lumpur,MY,Malaysia,16 Jalan Imbi,Kuala Lumpur Malaysia,http://www.solmelia.com/nHoteles/jsp/C_Hotel_Description.jsp?codigoHotel=5702&idLang=en&idPrm=TRIPADV_RO&utm_source=TRIPADV&utm_medium=BL&utm_content=5702MeliaKualaLumpur&utm_campaign=TRIPADV_RO,3.14342,101.71
MiCasa All Suite Hotel,5,107,Kuala Lumpur,MY,Malaysia,368-B Jalan Tun Razak,Kuala Lumpur Malaysia,http://www.micasahotel.com,3.13574,101.719
Midah Hotel,3,36,Kuala Lumpur,MY,Malaysia,No 8 Jalan Kampung Attap,Kuala Lumpur Malaysia,http://midahhotelkl.com/,3.13884,101.697
Mirama Hotel,3,45,Kuala Lumpur,MY,Malaysia,95 Jalan Maharajalela,Kuala Lumpur Malaysia,http://www.miramar.com.sg/,3.13683,101.702
Moon House at Desa Putra Condo,4.5,99999,Kuala Lumpur,MY,Malaysia,B 10-01 Desa Putra Condo No 4 Jln Wangsa Perdana Wangsa Maju,Kuala Lumpur Malaysia,http://desaputra.highrise.my/,3.20027,101.738
My City Hotel,3,20,Kuala Lumpur,MY,Malaysia,118-120 Jalan Petaling,Kuala Lumpur Malaysia,http://myhotelcity.com/,3.14196,101.698
My Home Hotel Kuchai Lama,1,22,Kuala Lumpur,MY,Malaysia,48 Jalan 10/116B Kuchai Enterprenuer Park Jalan Kuchai Lama,Kuala Lumpur Malaysia,http://www.myhomehotel.com.my/,3.08937,101.689
My Home Hotel Setapak,1,24,Kuala Lumpur,MY,Malaysia,66 Jalan Usahawan 7,Kuala Lumpur Malaysia,http://www.myhomehotel.com.my/,3.19765,101.719
My Home Hotel Sri Petaling,2,23,Kuala Lumpur,MY,Malaysia,No. 87 Jalan Radin Bagus Business Zone Sri Petaling,Kuala Lumpur Malaysia,http://www.hotelsripetaling.com.my/,3.0709,101.694
My Home Hotel-Taman Connaught,2,26,Kuala Lumpur,MY,Malaysia,144 Jalan Cerdas Taman Connaught 6 1/2 Mile,Kuala Lumpur Malaysia,http://www.mykualalumpurhotels.com/hotels/my-home-hotel-taman-connaught,3.08146,101.734
My Hotel @ bukit bintang,2,39,Kuala Lumpur,MY,Malaysia,No 120 Jalan Pudu,Kuala Lumpur Malaysia,http://www.bukitbintang-hotels.co/,3.14465,101.706
My Hotel @ Sentral,2,33,Kuala Lumpur,MY,Malaysia,No 1 Jalan Tun Sambanthan 4 Brickfields,Kuala Lumpur Malaysia,http://www.hotelsentral.com.my/,3.12785,101.682
My Hotel at Brickfields,2,29,Kuala Lumpur,MY,Malaysia,No 68 Jalan Padang Belia,Kuala Lumpur Malaysia,http://www.mykualalumpurhotels.com/hotels/my-hotel-brickfields,3.13393,101.691
Nanas Inn,2,36,Kuala Lumpur,MY,Malaysia,30 Jalan Padang Walter Grenier off Jalan Imbi,Kuala Lumpur Malaysia,http://nanasinn.com/,3.14612,101.713
New Wave Dolomite Hotel,1,99999,Kuala Lumpur,MY,Malaysia,3 Jalan SBC2 Taman Sri Batu Caves,Kuala Lumpur Malaysia,,3.23211,101.693
New Wave Hotel Sdn Bhd Medan,1,99999,Kuala Lumpur,MY,Malaysia,No.D-33-1 Medan Selayang,Kuala Lumpur Malaysia,,3.23186,101.706
New Wave Hotel Sdn Bhd Melawati H2,1,99999,Kuala Lumpur,MY,Malaysia,No 284 Jalan Bandar 11 Taman Melawati,Kuala Lumpur Malaysia,,3.20979,101.752
Nomad SuCasa All Suite Hotel,4,56,Kuala Lumpur,MY,Malaysia,222 Jalan Ampang,Kuala Lumpur Malaysia,http://thenomadsucasa.com/,3.1598,101.715
Nouvelle Hotel,3,55,Seri Kembangan,MY,Malaysia,8th KM Kuala Lumpur - Seremban Highway Sungai Besi,Seri Kembangan Malaysia,,3.04846,101.706
Olympic Sports Hotel Kuala Lumpur,3,44,Kuala Lumpur,MY,Malaysia,Jalan Hang Jebat,Kuala Lumpur Malaysia,http://www.olympichotel-kualalumpur.com/,3.14242,101.703
One Inn Hotel,1,26,Kuala Lumpur,MY,Malaysia,139 3rd Mile Jalan Klang Lama,Kuala Lumpur Malaysia,http://www.swissinnkualalumpur.com/index.html,3.10565,101.678
One Residency - Kuala Lumpur,3,211,Kuala Lumpur,MY,Malaysia,No: 1 Jalan Nagasari off Jalan Raja Chulan,Kuala Lumpur Malaysia,,3.14901,101.709
One-Stop Serviced Residence & Office,3,51,Kuala Lumpur,MY,Malaysia,Level 1 Main Lobby Kompleks Metro Pudu Jalan Metro Pudu 2 Fraser Business Park,Kuala Lumpur Malaysia,http://one-stop.com.my/,3.12953,101.714
Oracle Boutique Hotel,2,23,Kuala Lumpur,MY,Malaysia,124 Jalan Radin Bandar Baru Sri Petaling,Kuala Lumpur Malaysia,http://oracleboutiquehotel.com/contact.asp,3.06693,101.691
Orion Design Hotel,3,58,Kuala Lumpur,MY,Malaysia,No.62 Jalan Bukit Raja Off Jalan Taman Seputeh Mid Valley City,Kuala Lumpur Malaysia,,3.12022,101.68
Orkid Inn Pudu,2,23,Kuala Lumpur,MY,Malaysia,258 Jalan Pudu,Kuala Lumpur Malaysia,http://www.hotelorkid-kualalumpur.com/location.php,3.14145,101.71
Orkid Inn Time Square,1,99999,Kuala Lumpur,MY,Malaysia,26 Jalan Kg Dollah Off Jalan Pudu,Kuala Lumpur Malaysia,http://www.hotelorkid-kualalumpur.com/location.php,3.14146,101.71
Owen Hotel,1,27,Kuala Lumpur,MY,Malaysia,7 Jalan Excella Taman Ampang Hilir,Kuala Lumpur Malaysia,http://www.owenhotel.com.my/,3.15096,101.748
Pacific Regency Hotel Suites,5,73,Kuala Lumpur,MY,Malaysia,Menara Panglobal Jalan Punchak Off Jalan P Ramlee,Kuala Lumpur Malaysia,http://www.pacific-regency.com/,3.15371,101.705
Palace Hotel Kuala Lumpur,2,42,Kuala Lumpur,MY,Malaysia,40-46 Jalan Masjid India,Kuala Lumpur Malaysia,http://palacehotel.com.my/,3.15263,101.697
Palmmers Guest House,1,99999,Kuala Lumpur,MY,Malaysia,Lot 40-1 Kasturi Walk,Kuala Lumpur Malaysia,http://palmmerguesthouse.com/,3.14548,101.696
Pan Pacific Kuala Lumpur International Airport,5,139,Sepang,MY,Malaysia,Jalan CTA 4B 64000 KLIA,Sepang Malaysia,http://www2.panpacific.com/en/KLairport/Overview.html,2.75803,101.704
Paradiso Bed & Breakfast,1,25,Kuala Lumpur,MY,Malaysia,118 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.paradiso-kl.com/,3.14664,101.711
Parkroyal Hotel Kuala Lumpur,5,88,Kuala Lumpur,MY,Malaysia,Jalan Sultan Ismail,Kuala Lumpur Malaysia,http://www.parkroyalhotels.com/en/hotels/malaysia/kuala_lumpur/parkroyal/index.html,3.14435,101.712
Parkroyal Serviced Suites Kuala Lumpur,5,97,Kuala Lumpur,MY,Malaysia,No. 1 Jalan Nagasari Off Jalan Raja Chulan,Kuala Lumpur Malaysia,http://www.parkroyalhotels.com/en/servicedsuites/malaysia/kuala_lumpur/parkroyal/index.html,3.14897,101.709
Pavilion Residence,5,551,Kuala Lumpur,MY,Malaysia,Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.pavilionkl.com.my/index.html,3.14951,101.713
Pavilion Residences,5,480,Kuala Lumpur,MY,Malaysia,168 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.pavilionkl.com.my/index.html,3.14897,101.713
Pearl International Hotel,4,52,Kuala Lumpur,MY,Malaysia,Batu 5 Jalan Klang Lama,Kuala Lumpur Malaysia,http://www.pearl.com.my/,3.085,101.673
Peninsula Residence All Suite Hotel,4,53,Kuala Lumpur,MY,Malaysia,10 Semantan Jalan Semantan Bukit Damansara,Kuala Lumpur Malaysia,http://www.peninsula-residencekl.com/,3.15058,101.67
Penthouse at Times Square,4,305,Kuala Lumpur,MY,Malaysia,1 Jalan Imbi,Kuala Lumpur Malaysia,http://timessquarekl.com/,3.14272,101.711
Perfect Class Hotel,1,23,Kuala Lumpur,MY,Malaysia,91A Medan Bunus Off Jalan Masjid India,Kuala Lumpur Malaysia,http://www.perfectescapes.com/Luxury_Hotel-PID1451-Kuala_Lumpur_-Ritz-Carlton_Kuala_Lumpur-87349.html,3.15249,101.698
Petaling Street Hotel Kuala Lumpur,1,18,Kuala Lumpur,MY,Malaysia,No. 55 Petaling Street,Kuala Lumpur Malaysia,http://www.kuala-lumpur.ws/klareas/chinatown_petaling.htm,3.14428,101.698
Phoenix Hotel Kuala Lumpur,2,26,Kuala Lumpur,MY,Malaysia,No 57 Jalan Sungai Besi,Kuala Lumpur Malaysia,http://www.phoenixhotel-kl.com/,3.12948,101.712
Piccolo Hotel Kuala Lumpur,4,78,Kuala Lumpur,MY,Malaysia,101 Jalan Bukit Bintang,Kuala Lumpur Malaysia,http://www.piccolohotel.com.my/Home.html?page=index,3.14688,101.712
PNB Darby Park Hotel,4,35,Kuala Lumpur,MY,Malaysia,10 Jalan Binjai,Kuala Lumpur Malaysia,http://www.pnbdarbypark.com/,3.15818,101.719
PODs The Backpackers Home,1,99999,Kuala Lumpur,MY,Malaysia,No.30 Unit 6-1 Jalan Thambipillay,Kuala Lumpur Malaysia,http://podsbackpacker.com/,3.13164,101.688
Pondok Lodge,1,99999,Kuala Lumpur,MY,Malaysia,20-2C Jalan Changkat Raja Chulan,Kuala Lumpur Malaysia,http://pondoklodge.com/,3.14772,101.708
Prescott Inn Kuala Lumpur,3,40,Kuala Lumpur,MY,Malaysia,No 23 Lorong Medan Tuanku Satu Off Jalan Sultan Ismail,Kuala Lumpur Malaysia,http://www.kuala-lumpur.ws/,3.15901,101.697
Prince Hotel And Residence Kuala Lumpur,5,91,Kuala Lumpur,MY,Malaysia,No 4 Jalan Conlay,Kuala Lumpur Malaysia,http://www.princehotelkl.com/,3.15038,101.714
Pullman Kuala Lumpur Bangsar,4.5,99999,Kuala Lumpur,MY,Malaysia,No1 Jalan Pantai Jaya,Kuala Lumpur Malaysia,http://www.pullmankualalumpur.com/,3.11599,101.663
Puteri Ampang Hotel,2,23,Kuala Lumpur,MY,Malaysia,66A Jln Mamanda 9 Ampang Point,Kuala Lumpur Malaysia,http://smk-puteriampang.blogspot.com/,3.15844,101.752
Puteri Park Hotel,3,49,Kuala Lumpur,MY,Malaysia,Jalan Raja Laut,Kuala Lumpur Malaysia,http://puteriparkhotel.com.my/,3.16249,101.696
Quality Hotel City Centre,4,41,Kuala Lumpur,MY,Malaysia,Jalan Raja Laut PO Box 11586,Kuala Lumpur Malaysia,http://www.quality.com.my/,3.15889,101.694
Radius Inn International,3,48,Kuala Lumpur,MY,Malaysia,51A Changkat Bukit Bintang,Kuala Lumpur Malaysia,,3.14789,101.707
Rafee Hotel Kuala Lumpur,1.5,22,Kuala Lumpur,MY,Malaysia,110 & 110A Jalan Raja Laut,Kuala Lumpur Malaysia,,3.16555,101.696
Raintree Hotel,2,24,Kuala Lumpur,MY,Malaysia,16 Level 3A Wisma Menjalara Jalan 7A/62A Bandar Menjalara,Kuala Lumpur Malaysia,,3.19549,101.633
Red Dragon Hostel,1,99999,Kuala Lumpur,MY,Malaysia,No.80 Jalan Sultan,Kuala Lumpur Malaysia,http://www.redpalm-kl.com/location.php?section=3,3.14441,101.699
Reggae Guest House 1,1,10,Kuala Lumpur,MY,Malaysia,156 1st Floor Jalan Tun H S Lee,Kuala Lumpur Malaysia,,3.14457,101.697
Reggae Guest House 2,1,10,Kuala Lumpur,MY,Malaysia,206 1st Floor Jalan Tun H S Lee,Kuala Lumpur Malaysia,,3.14376,101.697
Reggae Mansion Kuala Lumpur,1,11,Kuala Lumpur,MY,Malaysia,49-59 Jalan Tun H.S. Lee Chinatown,Kuala Lumpur Malaysia,http://www.reggaehostelsmalaysia.com/mansion/,3.14807,101.697
Renaissance Kuala Lumpur Hotel,5,103,Kuala Lumpur,MY,Malaysia,Corner of Jalan Sultan Ismail and Jalan Ampang,Kuala Lumpur Malaysia,http://www.marriott.com/KULRN?scid=b661a3c4-9c47-48c8-9e13-75b66089dd79&pid=corptbta,3.15709,101.705
RentNow Kuala Lumpur Serviced Apartments,3,123,Kuala Lumpur,MY,Malaysia,South Block 1st Floor Lobby Jalan 1/64D Off Jalan Putra,Kuala Lumpur Malaysia,http://www.rentnow.my/,3.16757,101.693
Replica Inn - Bukit Bintang,2,36,Kuala Lumpur,MY,Malaysia,Changkat Bukit Bintang,Kuala Lumpur Malaysia,http://www.replicainn.com/,3.14709,101.709
Ribbon Stayyz Bed & Breakfast Guesthouse,1,17,Kuala Lumpur,MY,Malaysia,31-M1 31-1 & 31-2 Jalan Tun Tan Cheng Lock,Kuala Lumpur Malaysia,http://ribbonstayyz.com/,3.14515,101.698
Rosewood Residences - Imbi,2,53,Kuala Lumpur,MY,Malaysia,No 5 Jalan jati Off Jalan Imbi,Kuala Lumpur Malaysia,,3.14662,101.716
Seasons Tower,1,99999,Kuala Lumpur,MY,Malaysia,No. 44 Jalan 1/77B Off Jalan Changkat Thambi Dollah Pudu,Kuala Lumpur Malaysia,http://www.seasonsview.com/local_attractions.htm,3.14215,101.712
Sekeping Tenggiri,1,61,Kuala Lumpur,MY,Malaysia,48 Jalan Tenggiri Taman Weng Lock Bangsar,Kuala Lumpur Malaysia,http://www.tenggiri.com/contact.html,3.12166,101.669
Selesa Inn Hotel,1,35,Kuala Lumpur,MY,Malaysia,285 - 287 Jalan Tuanku Abddul Rahman,Kuala Lumpur Malaysia,http://eziinnhotel.blogspot.com/,3.15918,101.697
Sens Hotel,1,26,Kuala Lumpur,MY,Malaysia,J-0-8 Pusat Perdagangan Kuchai Lama No.2 Jalan 1/127 Off Jalan Kuchai Lama,Kuala Lumpur Malaysia,,3.08484,101.69
Serai Inn,1,14,Kuala Lumpur,MY,Malaysia,62 Jalan Hang Lekiu,Kuala Lumpur Malaysia,http://www.seraiinn.com/,3.14878,101.698
Serenity,1,99999,Kuala Lumpur,MY,Malaysia,20 Jalan Changkat Bukit Bintang,Kuala Lumpur Malaysia,http://www.serenity.com.my/reservations,3.14745,101.708
Seri Cempaka Service Suites Kuala Lumpur,3,56,Kuala Lumpur,MY,Malaysia,Tower 2 MenaraPGRM No 6 Jalan Pudu Ulu Cheras,Kuala Lumpur Malaysia,http://www.mykualalumpurhotels.com/hotels/seri-cempaka-service-suites,3.12268,101.73
Seri Pacific Hotel,4,58,Kuala Lumpur,MY,Malaysia,Jalan Putra PO Box 11468,Kuala Lumpur Malaysia,http://www.seripacifichotel.com/,3.16741,101.692
Service Apartment at Times Square,4,99999,Kuala Lumpur,MY,Malaysia,No. 1 Jalan Imbi,Kuala Lumpur Malaysia,,3.1424,101.711
Shangri La Hotel Kuala Lumpur,5,110,Kuala Lumpur,MY,Malaysia,11 Jalan Sultan Ismail,Kuala Lumpur Malaysia,http://www.shangri-la.com/en/property/kualalumpur/shangrila/reservations/offers,3.15423,101.706
Sky Hotel Bukit Bintang,3,47,Kuala Lumpur,MY,Malaysia,No 1A Jalan Bintang,Kuala Lumpur Malaysia,http://www.skyhotel.com.my/,3.14349,101.708
